ID,COD_UG,COD_PRE,QUARTIERE,NOME,UBICAZIONE,AREA_UG,TIPO_DI_AREA,IMAGE,GEO_POINT_2D,GEO_SHAPE
41,527,197D,San Donato - San Vitale,AIUOLE RAMPA TANG. USCITA 8,Rampa Tang. Uscita 8,5030.074,VERDE D'ARREDO STRADALE,,"44.5156845895, 11.375671578","{""type"": ""Polygon"", ""coordinates"": [[[11.376281634514692, 44.51541309389138], [11.376466925208614, 44.515204880676166], [11.3764006732245, 44.51523713906186], [11.376291292379031, 44.515291721140706], [11.376206064797387, 44.51532455474467], [11.376140232844254, 44.515342400188935], [11.376049125207143, 44.515360592310714], [11.37597610516131, 44.515368775257926], [11.375902363533164, 44.51537157120415], [11.375831054682731, 44.51536612444459], [11.375764292055356, 44.51535491162439], [11.37570961439352, 44.51534074637828], [11.375632051177329, 44.51531454459585], [11.375558404522087, 44.515276377814814], [11.375499683274233, 44.5152339394311], [11.375458392912256, 44.51519626951849], [11.375432576837348, 44.515164758471414], [11.375408892750377, 44.51512996246648], [11.375385619523552, 44.51508363489863], [11.375368604213593, 44.51503339603083], [11.375360355209246, 44.51503473825019], [11.375369210526676, 44.51531749742783], [11.375370749336385, 44.515531721486845], [11.37537597302532, 44.51572516283892], [11.375377108307031, 44.515765469702885], [11.375377937172987, 44.51583846131404], [11.375361200310001, 44.515952869678216], [11.37534031422354, 44.516067364149215], [11.375306002882727, 44.51618276847297], [11.37528346048122, 44.516247244674055], [11.375263072963742, 44.51629664194205], [11.375240459128976, 44.516346985797064], [11.375192926419205, 44.516434308139196], [11.37517340899974, 44.51647108370367], [11.375146366213276, 44.5165115272987], [11.375157781767339, 44.51651687106495], [11.37520854092025, 44.516474853370795], [11.375297817505615, 44.51639611441967], [11.375390168980806, 44.51631254027004], [11.375474992524637, 44.5162356943749], [11.375691736688452, 44.51603348917942], [11.375824393437531, 44.5158953311278], [11.375999931491481, 44.51571018775921], [11.376114373099371, 44.515591313685874], [11.376281634514692, 44.51541309389138]]]}"
42,284,164D,San Donato - San Vitale,VERDE ARREDO C.A.A.B.,"Via S.Caterina da Quarto, Via Fantoni",5106.421,VERDE D'ARREDO STRADALE,,"44.5112062427, 11.4132325115","{""type"": ""Polygon"", ""coordinates"": [[[11.413438845532298, 44.51107275886439], [11.413409203025049, 44.51106192522905], [11.413310828487523, 44.511025566599585], [11.413037705517002, 44.510937449820474], [11.412930437853877, 44.510911181275965], [11.412801058399884, 44.510882589745464], [11.412665164573676, 44.51085773678761], [11.4125684991025, 44.51084447754468], [11.412529638909584, 44.51084484914689], [11.4124902411419, 44.51085045375424], [11.412450148545636, 44.5108605739279], [11.412403746498695, 44.51087938018146], [11.412366854505413, 44.51090302603939], [11.412335483241735, 44.51093240680611], [11.412318558228286, 44.51095518071218], [11.412302775134075, 44.51099341450406], [11.412296821849456, 44.51102594884708], [11.412301605531452, 44.51106563805905], [11.4123121361296, 44.51109215219299], [11.412337108635821, 44.5111271832179], [11.412381084345315, 44.51116235308027], [11.412422414192994, 44.511185244945544], [11.412446284626878, 44.51119356271566], [11.412464541753248, 44.51120001838959], [11.41250669257777, 44.51120623837657], [11.412558097752928, 44.51121109304023], [11.412626132056912, 44.51121343483782], [11.4127621846359, 44.51121775913255], [11.412898196788586, 44.51122109429402], [11.413037681038073, 44.51122624590681], [11.413136513243984, 44.511237118304685], [11.413201998090237, 44.511247796425685], [11.413268337859243, 44.511263947421845], [11.413326961889645, 44.51128215225109], [11.413430351659017, 44.511324166259556], [11.413498352353372, 44.511362247994356], [11.413574360404374, 44.5114144735653], [11.413617586568662, 44.51144974868708], [11.413655988282603, 44.51148701593322], [11.413699033804555, 44.51153921896825], [11.413727401916608, 44.51158029943205], [11.41375129353759, 44.51161958454972], [11.41377640334487, 44.51165182176746], [11.41380374890701, 44.5116772600551], [11.41383834881209, 44.511704705105316], [11.413881021236902, 44.511726577915645], [11.41392336421354, 44.511743506535424], [11.413952969037606, 44.511753592702206], [11.413968684891422, 44.51175899512742], [11.41399210440837, 44.51171322219459], [11.414027195649096, 44.511643658458816], [11.414053068826396, 44.51159602303603], [11.414074999280233, 44.51154484850156], [11.414081831542209, 44.511495804897926], [11.414077247003178, 44.511446096907775], [11.414061058001906, 44.511391201401274], [11.414032673601527, 44.511347430454855], [11.413992946879416, 44.511304805522954], [11.413955008160015, 44.511274819771984], [11.413904238590096, 44.51124057784821], [11.413850161491714, 44.51121817807943], [11.413758893437711, 44.51118388763786], [11.413559733306275, 44.5111111308808], [11.413510938434248, 44.51109405228471], [11.413444255023862, 44.511072824462346], [11.413438845532298, 44.51107275886439]]]}"
43,1079,127V,San Donato - San Vitale,ROTONDA ROMANO PARADISI,Rotonda Romano Paradisi,5012.012,VERDE D'ARREDO STRADALE,,"44.493650111, 11.3911791593","{""type"": ""Polygon"", ""coordinates"": [[[11.390948460454593, 44.49330228320897], [11.390906936742066, 44.49330180302321], [11.390833976758154, 44.493307653324834], [11.390739053627225, 44.49332692758209], [11.390663646059188, 44.49335596501814], [11.390610773664235, 44.493397853940394], [11.390594285688389, 44.493419084682856], [11.390587500985289, 44.49345001526035], [11.390584555627685, 44.49348563620238], [11.390591621657242, 44.49354157303268], [11.390602220623043, 44.49358240143395], [11.390630164534935, 44.49362601760167], [11.390647450968293, 44.49364582063992], [11.390748799403548, 44.493746984498344], [11.391018768818986, 44.4939008493341], [11.391102485735564, 44.49393471198273], [11.391154798408312, 44.49395603148964], [11.391242659748782, 44.49397624541648], [11.391300449314517, 44.493983856326736], [11.391343159501115, 44.49398872280162], [11.39141565204636, 44.49399296433896], [11.391502752721069, 44.493991498445624], [11.391569847866933, 44.49398370027211], [11.391630602371514, 44.49396541191085], [11.391677204356688, 44.49394859069216], [11.391703413404032, 44.49392823597717], [11.39173392555053, 44.493899328807956], [11.391758605942615, 44.49386622276615], [11.391764225064536, 44.49384062838991], [11.391768217415402, 44.493775277360164], [11.391756174419696, 44.493723766381784], [11.391728685546024, 44.49366978836965], [11.391693479192167, 44.4936208337244], [11.391644686852613, 44.493571803237856], [11.391580847247429, 44.493523898556866], [11.391530344644627, 44.49349146852531], [11.391505739288293, 44.493477220480564], [11.391484409500102, 44.493466442484014], [11.391309066100114, 44.493400467040296], [11.391057626231872, 44.49331586546966], [11.390948460454593, 44.49330228320897]]]}"
61,2049,002B,Borgo Panigale - Reno,SC. MATERNA MAZZINI - NIDO M. BAIESI,via Legnano,3275.804,VERDE SCOLASTICO,,"44.5223331247, 11.2654074552","{""type"": ""MultiPolygon"", ""coordinates"": [[[[11.264941126707267, 44.52240594218816], [11.264948796361452, 44.522237495781006], [11.26476306505654, 44.52229186715824], [11.264898564575008, 44.52242137131159], [11.264941126707267, 44.52240594218816]]], [[[11.265258138333648, 44.52231601601253], [11.26534268696879, 44.52228976053498], [11.265362433488217, 44.522318716016315], [11.265448285214807, 44.52229360503079], [11.26546584829958, 44.52232143369583], [11.265547005559142, 44.52229209474372], [11.265590389732237, 44.52235947054038], [11.265659088125684, 44.52233659070207], [11.26563724265769, 44.52229894483736], [11.26580085957966, 44.52224141092186], [11.265820983412873, 44.5222735996707], [11.265878476974574, 44.52225382300213], [11.265917441973306, 44.52235000404774], [11.265714112741367, 44.522418589545424], [11.265742209517551, 44.52244999137324], [11.265825259053004, 44.52242282417303], [11.265839916688602, 44.522432862819024], [11.266006052256557, 44.52237911141789], [11.265984760798801, 44.52232724129521], [11.265865241438572, 44.52198077497677], [11.265689435746353, 44.52202982759305], [11.265027820679824, 44.52221436175409], [11.26514323090908, 44.52243226729909], [11.26488023963615, 44.52251817996844], [11.265008682689873, 44.52270725937663], [11.265065430523384, 44.52268660345428], [11.265309746324146, 44.52261198328395], [11.265673544215808, 44.52248804061957], [11.265623442520875, 44.522407066900215], [11.265259455682912, 44.522395390453596], [11.265227030884235, 44.522347781806296], [11.26526863663722, 44.5223336321665], [11.265258138333648, 44.52231601601253]]]]}"
62,1544,107P,Porto - Saragozza,GIARDINO PIAZZA XX SETTEMBRE,Piazza XX Settembre,3015.347,VERDE D'ARREDO,,"44.5043691313, 11.3448916016","{""type"": ""Polygon"", ""coordinates"": [[[11.34452094701764, 44.50419064783192], [11.344519689465365, 44.50419085833432], [11.344560367015958, 44.504317138549375], [11.344630218198809, 44.50451240465899], [11.344648581862497, 44.5045593799362], [11.344663829424654, 44.50459138487995], [11.344683825986857, 44.50461320985239], [11.344698614004392, 44.504627489438036], [11.344718569645359, 44.50464202318747], [11.344752385135399, 44.504663383772986], [11.344790846211904, 44.50467825761328], [11.344830405817095, 44.50468914753232], [11.34486916351097, 44.50469573221118], [11.344905876870424, 44.50469839901286], [11.344953337935022, 44.5046961630647], [11.344986247164947, 44.504691795740946], [11.34502007127073, 44.50468515857784], [11.345049916117292, 44.50467653309598], [11.345076679376382, 44.504666350530655], [11.34510714433865, 44.50465123000851], [11.345126238893252, 44.504634903716536], [11.345163383920891, 44.504604431714036], [11.345191712967681, 44.504579993486736], [11.34520618865985, 44.50455827026441], [11.345212691854261, 44.504538511128715], [11.345218322244456, 44.50451895055972], [11.34521942090488, 44.50449930282164], [11.345209199093508, 44.50443892663378], [11.345121192394103, 44.50408523963037], [11.345103527620621, 44.504014246156494], [11.344875646801304, 44.50405301170619], [11.344906996744877, 44.50411629529791], [11.344693602094152, 44.50416145182164], [11.34466589959201, 44.504100410771095], [11.344500515495843, 44.50412895691639], [11.34452094701764, 44.50419064783192]]]}"
63,1248,118V,San Donato - San Vitale,GIARDINO  MARIO MARAGI  (ARCOBALENO),Via Arcobaleno,3468.613,PARCO,,"44.4884059509, 11.3741179889","{""type"": ""Polygon"", ""coordinates"": [[[11.374628220732506, 44.48831006272962], [11.37389381523283, 44.48822110052995], [11.373761151460398, 44.487969398445536], [11.373683714426813, 44.48781278045295], [11.373583553537971, 44.48783230826174], [11.373671842211966, 44.48802619881461], [11.37343015328389, 44.48804108633498], [11.37343313031633, 44.48807155085017], [11.373683876782815, 44.488052627797565], [11.373806204542964, 44.48847197037206], [11.373860174323106, 44.488558003427464], [11.373876422762995, 44.488553137392415], [11.373960629977553, 44.4886957739212], [11.374225681345138, 44.488664715194965], [11.374272000024114, 44.48877663673175], [11.374452920487158, 44.4887853353396], [11.374628220732506, 44.48831006272962]]]}"
64,579,146B,Borgo Panigale - Reno,PARCO DEI PLATANI,via Miliani,3057.482,PARCO,,"44.5173505838, 11.2773548559","{""type"": ""Polygon"", ""coordinates"": [[[11.277993533148269, 44.51736048894769], [11.277806681280401, 44.517097326092944], [11.277581827071195, 44.51717239520189], [11.277639416879277, 44.51726530156785], [11.27759709289336, 44.51728000733543], [11.277602893616473, 44.51728682231558], [11.277541482353216, 44.517308839374316], [11.277537025456542, 44.51730100802363], [11.277351291761182, 44.517364120036355], [11.277076906649102, 44.5169711378529], [11.277043700439188, 44.51698313009839], [11.277112476799168, 44.517092151035456], [11.277063702797085, 44.51710880282264], [11.276977377049622, 44.51713703892975], [11.27680429231026, 44.517193651532814], [11.276815855948344, 44.517210985820284], [11.277118673955973, 44.51766684121503], [11.277141917716373, 44.51765870176084], [11.277993533148269, 44.51736048894769]]]}"
65,390,222V,San Donato - San Vitale,AIUOLE STRADELLI GUELFI,Via degli Stradelli Guelfi,3048.142,VERDE D'ARREDO STRADALE,,"44.4867379007, 11.4090043631","{""type"": ""Polygon"", ""coordinates"": [[[11.409386499014024, 44.48631096163921], [11.409450187721307, 44.48620294589893], [11.409351191516597, 44.48625978655763], [11.409146453406244, 44.48634897323823], [11.409049310964175, 44.486404405834776], [11.408907952985931, 44.48650046606011], [11.408789635835214, 44.4866453149911], [11.408708544666206, 44.48675496131815], [11.408700729848855, 44.48678187505614], [11.408692499128549, 44.486859864817134], [11.408689760752626, 44.48693227754747], [11.408691951760884, 44.48698547378707], [11.408716169950749, 44.48706414328283], [11.408742574150155, 44.48714959257532], [11.408770041541587, 44.487214541525354], [11.408836001101136, 44.48719540150122], [11.408920116407275, 44.487154034676756], [11.408996384704283, 44.487107372732794], [11.409057072688107, 44.48705284861542], [11.409116804956962, 44.486975136954854], [11.40915008623814, 44.486903444370206], [11.409170535168203, 44.48684430923057], [11.409215693298687, 44.486736870790494], [11.409296798041959, 44.48654387390576], [11.409337860694334, 44.48642818124496], [11.409386499014024, 44.48631096163921]]]}"
66,894,211V,San Donato - San Vitale,AIUOLE VIA DEL MURATORE,Via del Muratore,2910.816,VERDE D'ARREDO STRADALE,,"44.5038985737, 11.4118824137","{""type"": ""Polygon"", ""coordinates"": [[[11.411987497216511, 44.504394284881805], [11.412416348401557, 44.504265389994586], [11.412343732198892, 44.504159145678436], [11.412315094179025, 44.50413057328749], [11.412280200739797, 44.50411172023088], [11.41222278466488, 44.50409149748103], [11.412113063525474, 44.5040539211679], [11.41205567211754, 44.504034293281556], [11.412010497849424, 44.50401788513913], [11.411988845210354, 44.504009217493454], [11.411963639309393, 44.50399760561324], [11.41194209050155, 44.503983817196755], [11.411911155138942, 44.50396005703436], [11.411876734435452, 44.50393038026281], [11.411865175030174, 44.50391725669989], [11.41185101055152, 44.50388924007959], [11.41184463222915, 44.503860293272446], [11.411840223052774, 44.5038139398708], [11.411841464903718, 44.503783544667286], [11.411847206623712, 44.50375462707615], [11.411858333101689, 44.50372136078684], [11.411872875363589, 44.50369784749999], [11.411897100278761, 44.503659820721765], [11.411907097527777, 44.503639958849355], [11.411917778795768, 44.503616509695945], [11.411926576381298, 44.50358774114341], [11.411927502466424, 44.50356985747545], [11.411931208843981, 44.503538695597136], [11.411928220262903, 44.50350660342989], [11.411924645875867, 44.50348047834429], [11.411916034027229, 44.50345731162729], [11.411880423471047, 44.5033968566801], [11.411865736917555, 44.50337679884276], [11.411432462246013, 44.503519089238466], [11.411987497216511, 44.504394284881805]]]}"
67,1074,127Z,Porto - Saragozza,CENTRO GIOVANILE MELONCELLO,via De Coubertin,2665.437,VERDE D'ARREDO,,"44.4905898743, 11.3108352241","{""type"": ""Polygon"", ""coordinates"": [[[11.310551169341895, 44.490239280011295], [11.31047326480935, 44.49077893017532], [11.31055813257075, 44.49078468316921], [11.310559909122759, 44.490777302256525], [11.310647408344975, 44.49077914031839], [11.310645379024521, 44.49081287853193], [11.3112000743809, 44.49085218698307], [11.311248141517542, 44.49051810923129], [11.310889867830058, 44.49048466581478], [11.310886114241523, 44.49027831710299], [11.310858643805187, 44.49028013410553], [11.310809689505998, 44.49026978280173], [11.310768896291297, 44.49025908611472], [11.310753821903388, 44.490244808016534], [11.310551169341895, 44.490239280011295]], [[11.310601684694378, 44.4905851184945], [11.310608871223819, 44.490534649623996], [11.310809194688094, 44.49055003690884], [11.310801631351245, 44.490600513425065], [11.310601684694378, 44.4905851184945]], [[11.31062147427619, 44.490487581968246], [11.310631905027824, 44.49035053451481], [11.310699668861078, 44.490353122925086], [11.31068936393569, 44.49049016783599], [11.31062147427619, 44.490487581968246]], [[11.310868047534356, 44.490564943219624], [11.310950564453625, 44.49056960857998], [11.31094739640413, 44.490598315268485], [11.31086487944445, 44.49059364990662], [11.310868047534356, 44.490564943219624]]]}"
